prompt,modified_prompt
"a professionally painted portrait of an attractive young woman, clothed in military armor, olive skin, long dark hair, beautiful bone structure, symmetrical facial features, intricate, elegant, digital painting, trending on Artstation, concept art, smooth, sharp focus, illustration, from Metal Gear by Ruan Jia and Mandy Jurgens and Artgerm and William-Adolphe Bouguerea, award winning","a professionally painted portrait of an attractive young woman, clothed in military armor, olive skin, long dark hair, beautiful bone structure, symmetrical facial features, intricate, elegant, digital painting, trending on Artstation, concept art, smooth, sharp focus, illustration, from Metal Gear by Ruan Jia and Mandy Jurgens and Artgerm and William-Adolphe Bouguerea, award winning in high contrast"
A still of John Cena as Drax in Guardians of the Galaxy (2014),A still of John Cena as Drax in Guardians of the Galaxy (2014) in high contrast
"grimdark horrific robot, skull helmet, very long limbs, unreal engine, 8 k, ultra realistic, ultra detail","grimdark horrific robot, skull helmet, very long limbs, unreal engine, 8 k, ultra realistic, ultra detail with dramatic shadows"
"beautiful intricate photograph of nikki from shining nikki dress - up game, a cute young woman, light pink hair, long hair with full bangs, full heart - shaped face, amber eye color, pale skin, light blush, chinese heritage,, smiling softly, golden hour, soft focus, 8 k, hyperrealism, hyperdetailed","beautiful intricate photograph of nikki from shining nikki dress - up game, a cute young woman, light pink hair, long hair with full bangs, full heart - shaped face, amber eye color, pale skin, light blush, chinese heritage,, smiling softly, golden hour, soft focus, 8 k, hyperrealism, hyperdetailed with a cinematic atmosphere"
"jesus in mortal kombat, fighter, 3 d videogame render, 4 k","jesus in mortal kombat, fighter, 3 d videogame render, 4 k with dramatic shadows"
"sansa saoirse ronan, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau","sansa saoirse ronan, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha and william - adolphe bouguereau with dim lighting"
"2b Nier Automata, Black lace clothing, blonde hair, attractive woman","2b Nier Automata, Black lace clothing, blonde hair, attractive woman with dramatic shadows"
"hooded necromancer in front of a cthulhu within a viscosity fluid lovecraft portal, intricate architecture, baroque detailed, unreal engine, octane render, micro detail, digital art by dan mumford and peter mohrbacher and wayne barlowe, intricate detail, subsurface scattering, ray tracing, unreal engine, octane render","hooded necromancer in front of a cthulhu within a viscosity fluid lovecraft portal, intricate architecture, baroque detailed, unreal engine, octane render, micro detail, digital art by dan mumford and peter mohrbacher and wayne barlowe, intricate detail, subsurface scattering, ray tracing, unreal engine, octane render in high contrast"
"digital art of a pale menacing male Cyborg Angel of Battle with fluffy blond curls of hair and piercing eyes, central composition, he commands the fiery power of resonance and wrath, very very long blond curly hair, baroque curls, by WLOP, Artstation, CGsociety","digital art of a pale menacing male Cyborg Angel of Battle with fluffy blond curls of hair and piercing eyes, central composition, he commands the fiery power of resonance and wrath, very very long blond curly hair, baroque curls, by WLOP, Artstation, CGsociety with a cinematic atmosphere"
a pencil sketch of a mech on an alien planet. moody. atmospheric. fog. cinematic,a pencil sketch of a mech on an alien planet. moody. atmospheric. fog. cinematic with dim lighting
"goku becoming super saiyan during sunset, digital art, 4 k","goku becoming super saiyan during sunset, digital art, 4 k in vibrant colors"
"full body 3d render of Brazilian president Lula Inácio da Silva as a funko pop, studio lighting, white background, blender, trending on artstation, 8k, highly detailed","full body 3d render of Brazilian president Lula Inácio da Silva as a funko pop, studio lighting, white background, blender, trending on artstation, 8k, highly detailed in vibrant colors"
"oldest man - hyper realistic, digital art, high detailex, deviantart, artgem - by juan luna, augusta savage","oldest man - hyper realistic, digital art, high detailex, deviantart, artgem - by juan luna, augusta savage in vibrant colors"
oil painting portrait of Zelda holding the triforce by Leonardo da Vinci,oil painting portrait of Zelda holding the triforce by Leonardo da Vinci in vibrant colors
"the healing of a metaphorical man, white balaclava, healing, appeasing, infinite urban desert, a city made of sand, mental health, minimalist, oil painting, by francis bacon, emotional conflict, hd, 8 k, trending on artstation, paradoxal, perfect framing, neo - expressionism, expressive","the healing of a metaphorical man, white balaclava, healing, appeasing, infinite urban desert, a city made of sand, mental health, minimalist, oil painting, by francis bacon, emotional conflict, hd, 8 k, trending on artstation, paradoxal, perfect framing, neo - expressionism, expressive with dim lighting"
"portrait of beautiful cute young goth maiden girl with short white hairs in warhammer armor, art by ( ( ( kuvshinov ilya ) ) ) and wayne barlowe and gustav klimt and artgerm and wlop","portrait of beautiful cute young goth maiden girl with short white hairs in warhammer armor, art by ( ( ( kuvshinov ilya ) ) ) and wayne barlowe and gustav klimt and artgerm and wlop in high contrast"
"muscled Natalie Portman as a ruggedly handsome hero, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and donato giancola and Joseph Christian Leyendecker, Ross Tran, WLOP","muscled Natalie Portman as a ruggedly handsome hero, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and donato giancola and Joseph Christian Leyendecker, Ross Tran, WLOP with dramatic shadows"
"beautiful hyperrealistic spectacular painting of the mysterious intricate ruins of the mysterious ancient temple, an advanced technology timemachine with a green - glowing - crystal from the future is inside the temple, by hubert robert and lee madwick and bastien lecouffe - deharme, dramatic moonlight lighting, advanced technology","beautiful hyperrealistic spectacular painting of the mysterious intricate ruins of the mysterious ancient temple, an advanced technology timemachine with a green - glowing - crystal from the future is inside the temple, by hubert robert and lee madwick and bastien lecouffe - deharme, dramatic moonlight lighting, advanced technology in vibrant colors"
"a plate of sushi, painting by takato yamamoto, detailed ","a plate of sushi, painting by takato yamamoto, detailed  in high contrast"
"what if we will never meet again detailed analogue mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealistic, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details, vivid broken glass, torn paper","what if we will never meet again detailed analogue mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealistic, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details, vivid broken glass, torn paper with a cinematic atmosphere"
Illustration of the calm before the storm,Illustration of the calm before the storm in vibrant colors
"A wild, insane, modernist landscape painting. Wild energy patterns rippling in all directions. Curves, organic, zig-zags. Saturated color. Mountains. Clouds. Rushing water. Wayne Thiebaud. David Hockney.","A wild, insane, modernist landscape painting. Wild energy patterns rippling in all directions. Curves, organic, zig-zags. Saturated color. Mountains. Clouds. Rushing water. Wayne Thiebaud. David Hockney. with dramatic shadows"
"tyrannosaurus rex using an iphone, photorealistic","tyrannosaurus rex using an iphone, photorealistic with dim lighting"
An anthropomorphic blue hyena holding a block of ramen,An anthropomorphic blue hyena holding a block of ramen with dramatic shadows
milt kahl sketch of victoria justice with kim kardashian body as princess daisy from super mario bros,milt kahl sketch of victoria justice with kim kardashian body as princess daisy from super mario bros with a cinematic atmosphere
"surreal, fantasy, fairytale animals, flowerpunk, mysterious trail through the forest, by andy kehoe","surreal, fantasy, fairytale animals, flowerpunk, mysterious trail through the forest, by andy kehoe with dramatic shadows"
"tiger running away from an erupting volcano, whimsical, fantasy, elegant, digital painting, artstation, unreal engine, octane render, concept art, matte, sharp focus, vibrant colors, high contrast, illustration, art by justin gerard","tiger running away from an erupting volcano, whimsical, fantasy, elegant, digital painting, artstation, unreal engine, octane render, concept art, matte, sharp focus, vibrant colors, high contrast, illustration, art by justin gerard with dramatic shadows"
"The Goddess of Beauty, A Close up photo-real delicate ceramic porcelain sculpture of an ornate detailed in front of an intricate background by Victo Ngai and takato yamamoto, micro detail, backlit lighting, face in focus, subsurface scattering, translucent, thin porcelain, octane renderer, colorful, physically based rendering, japanese pottery, trending on cgsociety","The Goddess of Beauty, A Close up photo-real delicate ceramic porcelain sculpture of an ornate detailed in front of an intricate background by Victo Ngai and takato yamamoto, micro detail, backlit lighting, face in focus, subsurface scattering, translucent, thin porcelain, octane renderer, colorful, physically based rendering, japanese pottery, trending on cgsociety with dramatic shadows"
